FileName,DatasetVersion,GeneratedTimestamp,SourceArtifact,EvidenceClass,RowCount,Grain,SHA256
dim_date.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,36,documented in powerbi/data/final_v1/README.md,D81C3D0B7BB55769146261DC65604129EFC6D17C82474B6F8CA9522569A0E096
dim_product.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,12,documented in powerbi/data/final_v1/README.md,2F50E1231AF9BB960B0D1FB3E85292F83DEF6BFCCFB83DDDA861C0D95E84F0E8
dim_customer.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,10,documented in powerbi/data/final_v1/README.md,F794C2F5A67C46D1C07DFBA7ED638F1408A7E1224F626EF6BBA7850F502A3EF5
dim_channel.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,5,documented in powerbi/data/final_v1/README.md,A640F7A11E1C085F6C07F656EE1B3F195E03E64864B318BF97326C634F8037BC
dim_scenario.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,6,documented in powerbi/data/final_v1/README.md,D53D3353E30593516AE12FBEF3D48B5DB04DB5020C3F4AB7AB5F75123EB6DF4B
dim_forecast_version.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,109,documented in powerbi/data/final_v1/README.md,B099ECDCADD8D92ED10877C73F451A974B86B8B8053F852965A99CFC8F08E0DA
dim_company.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,5,documented in powerbi/data/final_v1/README.md,236180B601EAB8DE9113F341DB2C9EDAEF740EFE74636843FB8B6991C42DA145
dim_evidence_class.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,7,documented in powerbi/data/final_v1/README.md,22FCF4C4F21B56E0A5D62E0E02BAC6E0E57E512A59BDF1CF7832D0556E07F018
dim_cost_center.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,5,documented in powerbi/data/final_v1/README.md,C54843D8BCEE9BE129076DBB335925124838D93DE96E9F43DDD3800ADC0241E8
dim_commercial_view.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,4,documented in powerbi/data/final_v1/README.md,F4EBA34EB5012BDDEB90CE09B242E98D5FC0D53EAFF6C07A6B3811604140EC8E
fact_sales.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,2160,documented in powerbi/data/final_v1/README.md,BB2D742CF461D3DB14DFC50FB1832F753AFF98DE9E37A4F297E6695ABAFBA283
fact_commercial_cost.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,720,documented in powerbi/data/final_v1/README.md,2AD468914D2B5051415DC25E9CF70EFBCC37D5538023F63D752EFC79B2E923DB
fact_budget.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,2160,documented in powerbi/data/final_v1/README.md,CE4CACF6E250E5AE9CB11323F8B0EC4AE790B24AFBEF126A001E768A1AE250FA
fact_forecast.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,6480,documented in powerbi/data/final_v1/README.md,86F9CF44EC0BDBCDDA3E4B05856963F6B114037772288C014B0C77BF47809AC3
fact_pvm_bridge.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,10800,documented in powerbi/data/final_v1/README.md,8F2158E8C2AA12B5FBBF5FE0B2CE315D6DEC4DA0167222253526B1E25709D85C
