MonthStart,CustomerKey,OpeningARVND,InvoicedCreditSalesVND,CashCollectedVND,CreditNoteVND,ClosingARVND,Aging0_30VND,Aging31_60VND,Aging61PlusVND,DSODays,EvidenceClass
2023-01-01,CUS01,0.0,518709000.0,0.0,0,657031400.0,361367270.0,164257850.0,131406280.0,38,SIMULATED
2023-01-01,CUS02,0.0,651186000.0,0.0,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-01-01,CUS03,0.0,489730000.0,0.0,0,620324666.67,341178566.67,155081166.67,124064933.33,38,SIMULATED
2023-01-01,CUS04,0.0,509792000.0,0.0,0,645736533.33,355155093.33,161434133.33,129147306.67,38,SIMULATED
2023-01-01,CUS05,0.0,448862000.0,0.0,0,568558533.33,312707193.33,142139633.33,113711706.67,38,SIMULATED
2023-01-01,CUS06,0.0,422046000.0,0.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-01-01,CUS07,0.0,376041000.0,0.0,0,476318600.0,261975230.0,119079650.0,95263720.0,38,SIMULATED
2023-01-01,CUS08,0.0,363558000.0,0.0,0,460506800.0,253278740.0,115126700.0,92101360.0,38,SIMULATED
2023-01-01,CUS09,0.0,359481000.0,0.0,0,455342600.0,250438430.0,113835650.0,91068520.0,38,SIMULATED
2023-01-01,CUS10,0.0,356277000.0,0.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-02-01,CUS01,657031400.0,356277000.0,562024200.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-02-01,CUS02,824835600.0,518709000.0,686513200.0,0,657031400.0,361367270.0,164257850.0,131406280.0,38,SIMULATED
2023-02-01,CUS03,620324666.67,616842000.0,455833466.67,0,781333200.0,429733260.0,195333300.0,156266640.0,38,SIMULATED
2023-02-01,CUS04,645736533.33,489730000.0,515141866.66,0,620324666.67,341178566.67,155081166.67,124064933.33,38,SIMULATED
2023-02-01,CUS05,568558533.33,509792000.0,432614000.0,0,645736533.33,355155093.33,161434133.33,129147306.67,38,SIMULATED
2023-02-01,CUS06,534591600.0,448862000.0,414895066.67,0,568558533.33,312707193.33,142139633.33,113711706.67,38,SIMULATED
2023-02-01,CUS07,476318600.0,422046000.0,363773000.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-02-01,CUS08,460506800.0,376041000.0,360229200.0,0,476318600.0,261975230.0,119079650.0,95263720.0,38,SIMULATED
2023-02-01,CUS09,455342600.0,363558000.0,358393800.0,0,460506800.0,253278740.0,115126700.0,92101360.0,38,SIMULATED
2023-02-01,CUS10,451284200.0,359481000.0,355422600.0,0,455342600.0,250438430.0,113835650.0,91068520.0,38,SIMULATED
2023-03-01,CUS01,451284200.0,380848000.0,349724733.33,0,482407466.67,265324106.67,120601866.67,96481493.33,38,SIMULATED
2023-03-01,CUS02,657031400.0,356277000.0,562024200.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-03-01,CUS03,781333200.0,548283000.0,635124400.0,0,694491800.0,381970490.0,173622950.0,138898360.0,38,SIMULATED
2023-03-01,CUS04,620324666.67,651186000.0,446675066.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-03-01,CUS05,645736533.33,585388000.0,489633066.66,0,741491466.67,407820306.67,185372866.67,148298293.33,38,SIMULATED
2023-03-01,CUS06,568558533.33,543236000.0,423695600.0,0,688098933.33,378454413.33,172024733.33,137619786.67,38,SIMULATED
2023-03-01,CUS07,534591600.0,475574000.0,407771866.67,0,602393733.33,331316553.33,150598433.33,120478746.67,38,SIMULATED
2023-03-01,CUS08,476318600.0,422046000.0,363773000.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-03-01,CUS09,460506800.0,428511000.0,346237200.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-03-01,CUS10,455342600.0,363558000.0,358393800.0,0,460506800.0,253278740.0,115126700.0,92101360.0,38,SIMULATED
2023-04-01,CUS01,482407466.67,412842000.0,372316266.67,0,522933200.0,287613260.0,130733300.0,104586640.0,38,SIMULATED
2023-04-01,CUS02,451284200.0,400882000.0,344382333.33,0,507783866.67,279281126.67,126945966.67,101556773.33,38,SIMULATED
2023-04-01,CUS03,694491800.0,356277000.0,599484600.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-04-01,CUS04,824835600.0,567792000.0,673424400.0,0,719203200.0,395561760.0,179800800.0,143840640.0,38,SIMULATED
2023-04-01,CUS05,741491466.67,651186000.0,567841866.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-04-01,CUS06,688098933.33,585388000.0,531995466.66,0,741491466.67,407820306.67,185372866.67,148298293.33,38,SIMULATED
2023-04-01,CUS07,602393733.33,543236000.0,457530800.0,0,688098933.33,378454413.33,172024733.33,137619786.67,38,SIMULATED
2023-04-01,CUS08,534591600.0,475574000.0,407771866.67,0,602393733.33,331316553.33,150598433.33,120478746.67,38,SIMULATED
2023-04-01,CUS09,542780600.0,422046000.0,430235000.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-04-01,CUS10,460506800.0,428511000.0,346237200.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-05-01,CUS01,522933200.0,428511000.0,408663600.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-05-01,CUS02,507783866.67,412842000.0,397692666.67,0,522933200.0,287613260.0,130733300.0,104586640.0,38,SIMULATED
2023-05-01,CUS03,451284200.0,400882000.0,344382333.33,0,507783866.67,279281126.67,126945966.67,101556773.33,38,SIMULATED
2023-05-01,CUS04,719203200.0,356277000.0,624196000.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-05-01,CUS05,824835600.0,567792000.0,673424400.0,0,719203200.0,395561760.0,179800800.0,143840640.0,38,SIMULATED
2023-05-01,CUS06,741491466.67,651186000.0,567841866.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-05-01,CUS07,688098933.33,585388000.0,531995466.66,0,741491466.67,407820306.67,185372866.67,148298293.33,38,SIMULATED
2023-05-01,CUS08,602393733.33,543236000.0,457530800.0,0,688098933.33,378454413.33,172024733.33,137619786.67,38,SIMULATED
2023-05-01,CUS09,534591600.0,475574000.0,407771866.67,0,602393733.33,331316553.33,150598433.33,120478746.67,38,SIMULATED
2023-05-01,CUS10,542780600.0,422046000.0,430235000.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-06-01,CUS01,542780600.0,422046000.0,303621200.0,0,661205400.0,363662970.0,165301350.0,132241080.0,47,SIMULATED
2023-06-01,CUS02,522933200.0,428511000.0,280110300.0,0,671333900.0,369233645.0,167833475.0,134266780.0,47,SIMULATED
2023-06-01,CUS03,507783866.67,412842000.0,273840066.67,0,646785800.0,355732190.0,161696450.0,129357160.0,47,SIMULATED
2023-06-01,CUS04,451284200.0,400882000.0,224117733.33,0,628048466.67,345426656.67,157012116.67,125609693.33,47,SIMULATED
2023-06-01,CUS05,719203200.0,356277000.0,517312900.0,0,558167300.0,306992015.0,139541825.0,111633460.0,47,SIMULATED
2023-06-01,CUS06,824835600.0,567792000.0,503086800.0,0,889540800.0,489247440.0,222385200.0,177908160.0,47,SIMULATED
2023-06-01,CUS07,741491466.67,651186000.0,372486066.67,0,1020191400.0,561105270.0,255047850.0,204038280.0,47,SIMULATED
2023-06-01,CUS08,688098933.33,585388000.0,356379066.66,0,917107866.67,504409326.67,229276966.67,183421573.33,47,SIMULATED
2023-06-01,CUS09,602393733.33,543236000.0,294560000.0,0,851069733.33,468088353.33,212767433.33,170213946.67,47,SIMULATED
2023-06-01,CUS10,534591600.0,475574000.0,265099666.67,0,745065933.33,409786263.33,186266483.33,149013186.67,47,SIMULATED
2023-07-01,CUS01,661205400.0,475574000.0,534385666.67,0,602393733.33,331316553.33,150598433.33,120478746.67,38,SIMULATED
2023-07-01,CUS02,671333900.0,422046000.0,558788300.0,0,534591600.0,294025380.0,133647900.0,106918320.0,38,SIMULATED
2023-07-01,CUS03,646785800.0,428511000.0,532516200.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-07-01,CUS04,628048466.67,412842000.0,517957266.67,0,522933200.0,287613260.0,130733300.0,104586640.0,38,SIMULATED
2023-07-01,CUS05,558167300.0,400882000.0,451265433.33,0,507783866.67,279281126.67,126945966.67,101556773.33,38,SIMULATED
2023-07-01,CUS06,889540800.0,356277000.0,794533600.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-07-01,CUS07,1020191400.0,567792000.0,868780200.0,0,719203200.0,395561760.0,179800800.0,143840640.0,38,SIMULATED
2023-07-01,CUS08,917107866.67,651186000.0,743458266.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-07-01,CUS09,851069733.33,585388000.0,694966266.66,0,741491466.67,407820306.67,185372866.67,148298293.33,38,SIMULATED
2023-07-01,CUS10,745065933.33,543236000.0,600203000.0,0,688098933.33,378454413.33,172024733.33,137619786.67,38,SIMULATED
2023-08-01,CUS01,602393733.33,543236000.0,457530800.0,0,688098933.33,378454413.33,172024733.33,137619786.67,38,SIMULATED
2023-08-01,CUS02,534591600.0,475574000.0,407771866.67,0,602393733.33,331316553.33,150598433.33,120478746.67,38,SIMULATED
2023-08-01,CUS03,542780600.0,475724000.0,415920866.67,0,602583733.33,331421053.33,150645933.33,120516746.67,38,SIMULATED
2023-08-01,CUS04,522933200.0,428511000.0,408663600.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-08-01,CUS05,507783866.67,412842000.0,397692666.67,0,522933200.0,287613260.0,130733300.0,104586640.0,38,SIMULATED
2023-08-01,CUS06,451284200.0,400882000.0,344382333.33,0,507783866.67,279281126.67,126945966.67,101556773.33,38,SIMULATED
2023-08-01,CUS07,719203200.0,356277000.0,624196000.0,0,451284200.0,248206310.0,112821050.0,90256840.0,38,SIMULATED
2023-08-01,CUS08,824835600.0,567792000.0,673424400.0,0,719203200.0,395561760.0,179800800.0,143840640.0,38,SIMULATED
2023-08-01,CUS09,741491466.67,651186000.0,567841866.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2023-08-01,CUS10,688098933.33,607996000.0,525966666.66,0,770128266.67,423570546.67,192532066.67,154025653.33,38,SIMULATED
2023-09-01,CUS01,688098933.33,658558000.0,512483466.66,0,834173466.67,458795406.67,208543366.67,166834693.33,38,SIMULATED
2023-09-01,CUS02,602393733.33,600476000.0,442266800.0,0,760602933.33,418331613.33,190150733.33,152120586.67,38,SIMULATED
2023-09-01,CUS03,602583733.33,594546000.0,444038133.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2023-09-01,CUS04,542780600.0,475724000.0,415920866.67,0,602583733.33,331421053.33,150645933.33,120516746.67,38,SIMULATED
2023-09-01,CUS05,522933200.0,428511000.0,408663600.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2023-09-01,CUS06,507783866.67,434784000.0,391841466.67,0,550726400.0,302899520.0,137681600.0,110145280.0,38,SIMULATED
2023-09-01,CUS07,451284200.0,424732000.0,338022333.33,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2023-09-01,CUS08,719203200.0,384897000.0,616564000.0,0,487536200.0,268144910.0,121884050.0,97507240.0,38,SIMULATED
2023-09-01,CUS09,824835600.0,589734000.0,667573200.0,0,746996400.0,410848020.0,186749100.0,149399280.0,38,SIMULATED
2023-09-01,CUS10,770128266.67,680760000.0,588592266.67,0,862296000.0,474262800.0,215574000.0,172459200.0,38,SIMULATED
2023-10-01,CUS01,834173466.67,741816000.0,636355866.67,0,939633600.0,516798480.0,234908400.0,187926720.0,38,SIMULATED
2023-10-01,CUS02,760602933.33,686224000.0,577609866.66,0,869217066.67,478069386.67,217304266.67,173843413.33,38,SIMULATED
2023-10-01,CUS03,753091600.0,627417000.0,585780400.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2023-10-01,CUS04,602583733.33,594546000.0,444038133.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2023-10-01,CUS05,542780600.0,504344000.0,408288866.67,0,638835733.33,351359653.33,159708933.33,127767146.67,38,SIMULATED
2023-10-01,CUS06,550726400.0,450453000.0,430605600.0,0,570573800.0,313815590.0,142643450.0,114114760.0,38,SIMULATED
2023-10-01,CUS07,537993866.67,462654000.0,414619466.67,0,586028400.0,322315620.0,146507100.0,117205680.0,38,SIMULATED
2023-10-01,CUS08,487536200.0,424732000.0,374274333.33,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2023-10-01,CUS09,746996400.0,427827000.0,632909200.0,0,541914200.0,298052810.0,135478550.0,108382840.0,38,SIMULATED
2023-10-01,CUS10,862296000.0,619308000.0,697147200.0,0,784456800.0,431451240.0,196114200.0,156891360.0,38,SIMULATED
2023-11-01,CUS01,939633600.0,673143000.0,760128800.0,0,852647800.0,468956290.0,213161950.0,170529560.0,38,SIMULATED
2023-11-01,CUS02,869217066.67,773256000.0,663015466.67,0,979457600.0,538701680.0,244864400.0,195891520.0,38,SIMULATED
2023-11-01,CUS03,794728200.0,725607000.0,601233000.0,0,919102200.0,505506210.0,229775550.0,183820440.0,38,SIMULATED
2023-11-01,CUS04,753091600.0,633369000.0,584193200.0,0,802267400.0,441247070.0,200566850.0,160453480.0,38,SIMULATED
2023-11-01,CUS05,638835733.33,628056000.0,471354133.33,0,795537600.0,437545680.0,198884400.0,159107520.0,38,SIMULATED
2023-11-01,CUS06,570573800.0,542516000.0,425902866.67,0,687186933.33,377952813.33,171796733.33,137437386.67,38,SIMULATED
2023-11-01,CUS07,586028400.0,488196000.0,455842800.0,0,618381600.0,340109880.0,154595400.0,123676320.0,38,SIMULATED
2023-11-01,CUS08,537993866.67,496986000.0,405464266.67,0,629515600.0,346233580.0,157378900.0,125903120.0,38,SIMULATED
2023-11-01,CUS09,541914200.0,451373000.0,421548066.67,0,571739133.33,314456523.33,142934783.33,114347826.67,38,SIMULATED
2023-11-01,CUS10,784456800.0,436772000.0,667984266.67,0,553244533.33,304284493.33,138311133.33,110648906.67,38,SIMULATED
2023-12-01,CUS01,852647800.0,515648000.0,715141666.67,0,653154133.33,359234773.33,163288533.33,130630826.67,38,SIMULATED
2023-12-01,CUS02,979457600.0,724677000.0,786210400.0,0,917924200.0,504858310.0,229481050.0,183584840.0,38,SIMULATED
2023-12-01,CUS03,919102200.0,933672000.0,670123000.0,0,1182651200.0,650458160.0,295662800.0,236530240.0,38,SIMULATED
2023-12-01,CUS04,802267400.0,779895000.0,594295400.0,0,987867000.0,543326850.0,246966750.0,197573400.0,38,SIMULATED
2023-12-01,CUS05,795537600.0,747303000.0,596256800.0,0,946583800.0,520621090.0,236645950.0,189316760.0,38,SIMULATED
2023-12-01,CUS06,687186933.33,674334000.0,507364533.33,0,854156400.0,469786020.0,213539100.0,170831280.0,38,SIMULATED
2023-12-01,CUS07,618381600.0,614878000.0,454414133.33,0,778845466.67,428365006.67,194711366.67,155769093.33,38,SIMULATED
2023-12-01,CUS08,629515600.0,526098000.0,489222800.0,0,666390800.0,366514940.0,166597700.0,133278160.0,38,SIMULATED
2023-12-01,CUS09,571739133.33,559008000.0,422670333.33,0,708076800.0,389442240.0,177019200.0,141615360.0,38,SIMULATED
2023-12-01,CUS10,553244533.33,538277000.0,409704000.0,0,681817533.33,374999643.33,170454383.33,136363506.67,38,SIMULATED
2024-01-01,CUS01,653154133.33,424732000.0,539892266.66,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2024-01-01,CUS02,917924200.0,384897000.0,815285000.0,0,487536200.0,268144910.0,121884050.0,97507240.0,38,SIMULATED
2024-01-01,CUS03,1182651200.0,589734000.0,1025388800.0,0,746996400.0,410848020.0,186749100.0,149399280.0,38,SIMULATED
2024-01-01,CUS04,987867000.0,708426000.0,798953400.0,0,897339600.0,493536780.0,224334900.0,179467920.0,38,SIMULATED
2024-01-01,CUS05,946583800.0,658558000.0,770968333.33,0,834173466.67,458795406.67,208543366.67,166834693.33,38,SIMULATED
2024-01-01,CUS06,854156400.0,627417000.0,686845200.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-01-01,CUS07,778845466.67,594546000.0,620299866.67,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2024-01-01,CUS08,666390800.0,475724000.0,539531066.67,0,602583733.33,331421053.33,150645933.33,120516746.67,38,SIMULATED
2024-01-01,CUS09,708076800.0,428511000.0,593807200.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2024-01-01,CUS10,681817533.33,434784000.0,565875133.33,0,550726400.0,302899520.0,137681600.0,110145280.0,38,SIMULATED
2024-02-01,CUS01,537993866.67,434784000.0,422051466.67,0,550726400.0,302899520.0,137681600.0,110145280.0,38,SIMULATED
2024-02-01,CUS02,487536200.0,424732000.0,374274333.33,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2024-02-01,CUS03,746996400.0,384897000.0,644357200.0,0,487536200.0,268144910.0,121884050.0,97507240.0,38,SIMULATED
2024-02-01,CUS04,897339600.0,589734000.0,740077200.0,0,746996400.0,410848020.0,186749100.0,149399280.0,38,SIMULATED
2024-02-01,CUS05,834173466.67,651186000.0,660523866.67,0,824835600.0,453659580.0,206208900.0,164967120.0,38,SIMULATED
2024-02-01,CUS06,794728200.0,638524000.0,624455133.33,0,808797066.67,444838386.67,202199266.67,161759413.33,38,SIMULATED
2024-02-01,CUS07,753091600.0,627417000.0,585780400.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-02-01,CUS08,602583733.33,568788000.0,450906933.33,0,720464800.0,396255640.0,180116200.0,144092960.0,38,SIMULATED
2024-02-01,CUS09,542780600.0,475724000.0,415920866.67,0,602583733.33,331421053.33,150645933.33,120516746.67,38,SIMULATED
2024-02-01,CUS10,550726400.0,428511000.0,436456800.0,0,542780600.0,298529330.0,135695150.0,108556120.0,38,SIMULATED
2024-03-01,CUS01,550726400.0,450453000.0,430605600.0,0,570573800.0,313815590.0,142643450.0,114114760.0,38,SIMULATED
2024-03-01,CUS02,537993866.67,462654000.0,414619466.67,0,586028400.0,322315620.0,146507100.0,117205680.0,38,SIMULATED
2024-03-01,CUS03,487536200.0,424732000.0,374274333.33,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2024-03-01,CUS04,746996400.0,451052000.0,626715866.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-03-01,CUS05,824835600.0,619308000.0,659686800.0,0,784456800.0,431451240.0,196114200.0,156891360.0,38,SIMULATED
2024-03-01,CUS06,808797066.67,741816000.0,610979466.67,0,939633600.0,516798480.0,234908400.0,187926720.0,38,SIMULATED
2024-03-01,CUS07,794728200.0,686224000.0,611735133.33,0,869217066.67,478069386.67,217304266.67,173843413.33,38,SIMULATED
2024-03-01,CUS08,720464800.0,627417000.0,553153600.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-03-01,CUS09,602583733.33,594546000.0,444038133.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2024-03-01,CUS10,542780600.0,504344000.0,408288866.67,0,638835733.33,351359653.33,159708933.33,127767146.67,38,SIMULATED
2024-04-01,CUS01,570573800.0,504344000.0,436082066.67,0,638835733.33,351359653.33,159708933.33,127767146.67,38,SIMULATED
2024-04-01,CUS02,586028400.0,479073000.0,458275600.0,0,606825800.0,333754190.0,151706450.0,121365160.0,38,SIMULATED
2024-04-01,CUS03,537993866.67,489366000.0,407496266.67,0,619863600.0,340924980.0,154965900.0,123972720.0,38,SIMULATED
2024-04-01,CUS04,571332533.33,444766000.0,452728266.66,0,563370266.67,309853646.67,140842566.67,112674053.33,38,SIMULATED
