company_id,ticker,company_name,peer_role,period_type,fiscal_year,scope,audited_status,currency,scale,accounting_standard,restatement_status,metric,value,unit,value_status,reported_or_calculated,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,7335,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,gross_profit_vnd_bn,2262,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_before_tax_vnd_bn,1439,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_after_tax_vnd_bn,1254,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,total_assets_vnd_bn,9876,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,owners_equity_vnd_bn,7095,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,8255,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,gross_profit_vnd_bn,2459,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_before_tax_vnd_bn,1505,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_after_tax_vnd_bn,1287,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,total_assets_vnd_bn,10266,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2022,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,owners_equity_vnd_bn,7465,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,10021,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,gross_profit_vnd_bn,3351,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_before_tax_vnd_bn,2447,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_after_tax_vnd_bn,2183,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,total_assets_vnd_bn,12053,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2023,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,owners_equity_vnd_bn,8581,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,10243,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
